feature,data_type,missing_count,missing_rate,unique_non_missing,pearson_target_correlation,absolute_correlation,decision,reason
AMT_ANNUITY,float64,10,4.06490845826152e-05,13075,-0.013321286631835384,0.013321286631835384,Keep,Retain for cross-validated model-based feature selection
BUREAU_DELINQUENT_MONTH_COUNT,float64,0,0.0,150,0.013180617672108095,0.013180617672108095,Keep,Retain for cross-validated model-based feature selection
AMT_REQ_CREDIT_BUREAU_MON,float64,33196,0.13493870118044943,24,-0.012809417703247894,0.012809417703247894,Keep,Retain for cross-validated model-based feature selection
PREV_DAYS_DECISION_MAX,float64,0,0.0,2922,0.012765108864419658,0.012765108864419658,Keep,Retain for cross-validated model-based feature selection
CC_ACCOUNT_COUNT,float64,0,0.0,5,0.012560278820144929,0.012560278820144929,Keep,Retain for cross-validated model-based feature selection
PREV_YIELD_GROUP_RATE_MIDDLE,float64,0,0.0,316,-0.012490617747004865,0.012490617747004865,Keep,Retain for cross-validated model-based feature selection
APP_ANNUITY_INCOME_RATIO,float64,10,4.06490845826152e-05,77941,0.012469138828726389,0.012469138828726389,Keep,Retain for cross-validated model-based feature selection
CC_HISTORY_AVAILABLE,int8,0,0.0,2,0.012315439402111075,0.012315439402111075,Keep,Retain for cross-validated model-based feature selection
POS_LATEST_TOTAL_INSTALLMENTS,float64,0,0.0,1244,0.012204041283233125,0.012204041283233125,Keep,Retain for cross-validated model-based feature selection
BUREAU_LIMIT_TOTAL,float64,0,0.0,29994,-0.012032236781891942,0.012032236781891942,Keep,Retain for cross-validated model-based feature selection
POS_COMPLETION_RATIO_MEAN,float64,0,0.0,66065,-0.0117542098042471,0.0117542098042471,Keep,Retain for cross-validated model-based feature selection
FLAG_DOCUMENT_16,int64,0,0.0,2,-0.011610851210276066,0.011610851210276066,Keep,Retain for cross-validated model-based feature selection
FLAG_DOCUMENT_13,int64,0,0.0,2,-0.011553179029873266,0.011553179029873266,Keep,Retain for cross-validated model-based feature selection
POS_DELINQUENT_MONTH_COUNT,float64,0,0.0,103,0.011442105355078409,0.011442105355078409,Keep,Retain for cross-validated model-based feature selection
PREV_APPROVED_ESTIMATED_INTEREST_MEAN,float64,817,0.0033210302103996617,219953,0.011137841026480837,0.011137841026480837,Keep,Retain for cross-validated model-based feature selection
PREV_CREDIT_AMOUNT_MEAN,float64,0,0.0,175052,-0.011101013675354278,0.011101013675354278,Keep,Retain for cross-validated model-based feature selection
INST_PAYMENT_RATIO_MIN,float64,10,4.06490845826152e-05,1978,0.011023424999836473,0.011023424999836473,Keep,Retain for cross-validated model-based feature selection
POS_SCHEDULE_AVAILABLE_RATE,float64,0,0.0,616,0.01101487738621782,0.01101487738621782,Keep,Retain for cross-validated model-based feature selection
POS_ACTIVE_MONTH_RATE,float64,0,0.0,32681,0.010893587019688365,0.010893587019688365,Keep,Retain for cross-validated model-based feature selection
PREV_GOODS_PRICE_MEAN,float64,797,0.0032397320412344316,154413,-0.010854021229263986,0.010854021229263986,Keep,Retain for cross-validated model-based feature selection
APP_RECENT_ENQUIRY_TOTAL,float64,33196,0.13493870118044943,27,-0.010849975342805468,0.010849975342805468,Keep,Retain for cross-validated model-based feature selection
POS_SCHEDULE_MISSING_COUNT,float64,0,0.0,26,0.010800316601345459,0.010800316601345459,Keep,Retain for cross-validated model-based feature selection
BUREAU_ACCOUNT_COUNT,float64,0,0.0,61,-0.010643029596318845,0.010643029596318845,Keep,Retain for cross-validated model-based feature selection
PREV_CONTRACT_TYPE_RATE_XNA,float64,0,0.0,38,0.010578205962447787,0.010578205962447787,Keep,Retain for cross-validated model-based feature selection
POS_RECENT_12M_COUNT,float64,0,0.0,51,-0.010575085878690969,0.010575085878690969,Keep,Retain for cross-validated model-based feature selection
PREV_WEEKEND_APPLICATION_RATE,float64,0,0.0,332,-0.010357394819116796,0.010357394819116796,Keep,Retain for cross-validated model-based feature selection
APP_REGISTRATION_AGE_RATIO,float64,0,0.0,243757,-0.010209809116621655,0.010209809116621655,Keep,Retain for cross-validated model-based feature selection
YEARS_BEGINEXPLUATATION_MEDI,float64,120124,0.4882930636402068,239,-0.009966191889583653,0.009966191889583653,Keep,Retain for cross-validated model-based feature selection
POS_DPD_DEF_MAX,float64,0,0.0,189,0.00971904338762224,0.00971904338762224,Keep,Retain for cross-validated model-based feature selection
APP_ID_AGE_RATIO,float64,0,0.0,238029,-0.009612972784421416,0.009612972784421416,Keep,Retain for cross-validated model-based feature selection
YEARS_BEGINEXPLUATATION_AVG,float64,120124,0.4882930636402068,272,-0.00950361319931086,0.00950361319931086,Keep,Retain for cross-validated model-based feature selection
PREV_GOODS_CREDIT_RATIO_MEAN,float64,801,0.0032559916750674774,197824,-0.009309149422947997,0.009309149422947997,Keep,Retain for cross-validated model-based feature selection
OBS_30_CNT_SOCIAL_CIRCLE,float64,798,0.0032437969496926927,33,0.009158071762484437,0.009158071762484437,Keep,Retain for cross-validated model-based feature selection
APP_SOCIAL_OBS_TOTAL,float64,798,0.0032437969496926927,60,0.009101355210578782,0.009101355210578782,Keep,Retain for cross-validated model-based feature selection
OBS_60_CNT_SOCIAL_CIRCLE,float64,798,0.0032437969496926927,33,0.009037279029557152,0.009037279029557152,Keep,Retain for cross-validated model-based feature selection
APP_CREDIT_ENQUIRY_TOTAL,float64,33196,0.13493870118044943,30,0.009006228146121098,0.009006228146121098,Keep,Retain for cross-validated model-based feature selection
APP_CREDIT_INCOME_RATIO,float64,0,0.0,42688,-0.008965811060777323,0.008965811060777323,Keep,Retain for cross-validated model-based feature selection
CNT_FAM_MEMBERS,float64,1,4.0649084582615195e-06,17,0.0089305577620747,0.0089305577620747,Keep,Retain for cross-validated model-based feature selection
BUREAU_OVERDUE_TOTAL,float64,0,0.0,1027,0.008879002649209732,0.008879002649209732,Keep,Retain for cross-validated model-based feature selection
PREV_APPLICATION_AMOUNT_MAX,float64,0,0.0,42600,-0.008703638813637386,0.008703638813637386,Keep,Retain for cross-validated model-based feature selection
BUREAU_OVERDUE_CREDIT_RATIO_MAX,float64,871,0.003540535267145784,2211,0.008702785425535877,0.008702785425535877,Keep,Retain for cross-validated model-based feature selection
FLAG_DOCUMENT_14,int64,0,0.0,2,-0.008632051385249617,0.008632051385249617,Keep,Retain for cross-validated model-based feature selection
CC_RECENT_12M_COUNT,float64,0,0.0,27,0.00849840195572902,0.00849840195572902,Keep,Retain for cross-validated model-based feature selection
YEARS_BEGINEXPLUATATION_MODE,float64,120124,0.4882930636402068,215,-0.008295356018065749,0.008295356018065749,Keep,Retain for cross-validated model-based feature selection
FLAG_DOCUMENT_8,int64,0,0.0,2,-0.008192090684646373,0.008192090684646373,Keep,Retain for cross-validated model-based feature selection
PREV_ESTIMATED_TOTAL_PAYMENT_MEAN,float64,335,0.0013617443335176092,223250,0.008018869069572663,0.008018869069572663,Keep,Retain for cross-validated model-based feature selection
FLAG_DOCUMENT_18,int64,0,0.0,2,-0.007868905995111542,0.007868905995111542,Keep,Retain for cross-validated model-based feature selection
INST_DAYS_LATE_MEAN,float64,7,2.845435920783064e-05,19987,0.00780690297033459,0.00780690297033459,Keep,Retain for cross-validated model-based feature selection
REG_REGION_NOT_WORK_REGION,int64,0,0.0,2,0.007704729959523243,0.007704729959523243,Keep,Retain for cross-validated model-based feature selection
BUREAU_OVERDUE_MAX,float64,0,0.0,1016,0.006770762983796022,0.006770762983796022,Keep,Retain for cross-validated model-based feature selection
BUREAU_DEBT_MAX,float64,5970,0.024267503495821276,116145,-0.006334599498059871,0.006334599498059871,Keep,Retain for cross-validated model-based feature selection
INST_TOTAL_PAYMENT_RATIO,float64,3,1.219472537478456e-05,31791,0.00616193302833088,0.00616193302833088,Keep,Retain for cross-validated model-based feature selection
POS_LATEST_DPD_DEF,float64,0,0.0,129,0.0061556393746198795,0.0061556393746198795,Keep,Retain for cross-validated model-based feature selection
CC_RECENT_12M_DELINQUENT_RATE,float64,0,0.0,50,0.0061438334379484635,0.0061438334379484635,Keep,Retain for cross-validated model-based feature selection
POS_RECENT_12M_DPD_MAX,float64,0,0.0,732,0.006073401424539408,0.006073401424539408,Keep,Retain for cross-validated model-based feature selection
FLAG_DOCUMENT_15,int64,0,0.0,2,-0.00603037834729434,0.00603037834729434,Keep,Retain for cross-validated model-based feature selection
POS_LATEST_IS_COMPLETED,float64,0,0.0,71,0.006005001400923552,0.006005001400923552,Keep,Retain for cross-validated model-based feature selection
CC_RECENT_12M_DELINQUENT_COUNT,float64,0,0.0,13,0.0057648766411426845,0.0057648766411426845,Keep,Retain for cross-validated model-based feature selection
CC_CREDIT_LIMIT_MEAN,float64,0,0.0,9910,0.005635786299908056,0.005635786299908056,Keep,Retain for cross-validated model-based feature selection
FLAG_DOCUMENT_9,int64,0,0.0,2,-0.00542644645301727,0.00542644645301727,Keep,Retain for cross-validated model-based feature selection
POS_LATEST_MONTH,float64,0,0.0,97,-0.00539946961969796,0.00539946961969796,Keep,Retain for cross-validated model-based feature selection
FLAG_DOCUMENT_11,int64,0,0.0,2,-0.005384966225731183,0.005384966225731183,Keep,Retain for cross-validated model-based feature selection
CC_CREDIT_LIMIT_MAX,float64,0,0.0,54,0.005248488776370285,0.005248488776370285,Keep,Retain for cross-validated model-based feature selection
POS_ACTIVE_WITH_ZERO_FUTURE_COUNT,float64,0,0.0,99,-0.004871891853563054,0.004871891853563054,Keep,Retain for cross-validated model-based feature selection
CC_LATEST_MONTH,float64,0,0.0,6,-0.004829305163599436,0.004829305163599436,Keep,Retain for cross-validated model-based feature selection
INST_DAYS_LATE_MAX,float64,7,2.845435920783064e-05,1517,0.004785329551860558,0.004785329551860558,Keep,Retain for cross-validated model-based feature selection
CC_NEGATIVE_BALANCE_COUNT,float64,0,0.0,9,-0.004741278212724413,0.004741278212724413,Keep,Retain for cross-validated model-based feature selection
INST_DAYS_LATE_SUM,float64,0,0.0,1871,0.004589885196465016,0.004589885196465016,Keep,Retain for cross-validated model-based feature selection
CC_DPD_DEF_MAX,float64,0,0.0,50,0.0045338964836898225,0.0045338964836898225,Keep,Retain for cross-validated model-based feature selection
PREV_CREDIT_AMOUNT_MAX,float64,0,0.0,52847,-0.004530104243308221,0.004530104243308221,Keep,Retain for cross-validated model-based feature selection
LIVE_REGION_NOT_WORK_REGION,int64,0,0.0,2,0.004529941042071606,0.004529941042071606,Keep,Retain for cross-validated model-based feature selection
CC_DELINQUENT_MONTH_COUNT,float64,0,0.0,90,-0.004503127547592332,0.004503127547592332,Keep,Retain for cross-validated model-based feature selection
REG_REGION_NOT_LIVE_REGION,int64,0,0.0,2,0.004446623205368,0.004446623205368,Keep,Retain for cross-validated model-based feature selection
POS_SEVERE_DELINQUENT_MONTH_COUNT,float64,0,0.0,99,0.004437513785465436,0.004437513785465436,Keep,Retain for cross-validated model-based feature selection
POS_LATEST_DPD,float64,0,0.0,818,0.0043895662455508445,0.0043895662455508445,Keep,Retain for cross-validated model-based feature selection
POS_FUTURE_ABOVE_TOTAL_COUNT,float64,0,0.0,11,-0.004348661069424324,0.004348661069424324,Keep,Retain for cross-validated model-based feature selection
APP_INCOME_PER_PERSON,float64,1,4.0649084582615195e-06,2641,-0.004311122275778548,0.004311122275778548,Keep,Retain for cross-validated model-based feature selection
POS_DPD_MAX,float64,0,0.0,1691,0.004219549320395976,0.004219549320395976,Keep,Retain for cross-validated model-based feature selection
BUREAU_CREDIT_TYPE_RATE_UNKNOWN_TYPE_OF_LOAN,float64,0,0.0,38,-0.004078579120759136,0.004078579120759136,Keep,Retain for cross-validated model-based feature selection
BUREAU_DAYS_OVERDUE_MAX,float64,0,0.0,741,0.003944220335627461,0.003944220335627461,Keep,Retain for cross-validated model-based feature selection
BUREAU_DEBT_MEAN,float64,5970,0.024267503495821276,137593,-0.0035532658819805605,0.0035532658819805605,Keep,Retain for cross-validated model-based feature selection
BUREAU_BALANCE_HISTORY_ACCOUNT_COUNT,float64,0,0.0,54,0.0034401539136320607,0.0034401539136320607,Keep,Retain for cross-validated model-based feature selection
CC_PAYMENT_TOTAL,float64,0,0.0,42897,0.003435424817669327,0.003435424817669327,Keep,Retain for cross-validated model-based feature selection
CC_SEVERE_DELINQUENT_MONTH_COUNT,float64,0,0.0,84,-0.0031653591755405725,0.0031653591755405725,Keep,Retain for cross-validated model-based feature selection
BUREAU_CREDIT_TYPE_RATE_LOAN_FOR_BUSINESS_DEVELOPMENT,float64,0,0.0,55,-0.0030513324139308353,0.0030513324139308353,Keep,Retain for cross-validated model-based feature selection
PREV_INSURED_APPROVAL_RATE,float64,1060,0.004308802965757211,104,0.0028344487567171233,0.0028344487567171233,Keep,Retain for cross-validated model-based feature selection
CC_PAYMENT_MINIMUM_RATIO_MEAN,float64,0,0.0,46651,-0.0027181194420540433,0.0027181194420540433,Keep,Retain for cross-validated model-based feature selection
INST_PAYMENT_RATIO_MEAN,float64,10,4.06490845826152e-05,31382,0.0027001347532775695,0.0027001347532775695,Keep,Retain for cross-validated model-based feature selection
CC_DELINQUENT_MONTH_RATE,float64,0,0.0,1273,0.0026785203454118243,0.0026785203454118243,Keep,Retain for cross-validated model-based feature selection
BUREAU_CREDIT_TYPE_RATE_OTHER_RARE_CREDIT,float64,0,0.0,21,-0.002668441313325629,0.002668441313325629,Keep,Retain for cross-validated model-based feature selection
CC_MATURE_INSTALLMENT_MAX,float64,0,0.0,119,-0.0026290614620879164,0.0026290614620879164,Keep,Retain for cross-validated model-based feature selection
CC_DPD_MAX,float64,0,0.0,384,-0.002600004030068008,0.002600004030068008,Keep,Retain for cross-validated model-based feature selection
AMT_REQ_CREDIT_BUREAU_QRT,float64,33196,0.13493870118044943,11,-0.0025840066933562615,0.0025840066933562615,Keep,Retain for cross-validated model-based feature selection
POS_LATEST_COMPLETION_RATIO,float64,0,0.0,5421,0.0024037004369579337,0.0024037004369579337,Keep,Retain for cross-validated model-based feature selection
AMT_REQ_CREDIT_BUREAU_DAY,float64,33196,0.13493870118044943,9,0.0023873227409289166,0.0023873227409289166,Keep,Retain for cross-validated model-based feature selection
POS_COMPLETION_RATIO_MAX,float64,0,0.0,241,0.0021649586331645727,0.0021649586331645727,Keep,Retain for cross-validated model-based feature selection
APP_WEEKEND_APPLICATION,int8,0,0.0,2,-0.002106763680491247,0.002106763680491247,Keep,Retain for cross-validated model-based feature selection
BUREAU_DEBT_CREDIT_RATIO_MEAN,float64,6979,0.028368996130207148,144079,0.0020890081829586494,0.0020890081829586494,Keep,Retain for cross-validated model-based feature selection
POS_LATEST_IS_ACTIVE,float64,0,0.0,71,0.0020567518682929535,0.0020567518682929535,Keep,Retain for cross-validated model-based feature selection
BUREAU_DEBT_TOTAL,float64,0,0.0,127734,0.0018290307668189624,0.0018290307668189624,Keep,Retain for cross-validated model-based feature selection
BUREAU_OVERDUE_INCONSISTENCY_COUNT,float64,0,0.0,3,0.0017903756743684173,0.0017903756743684173,Keep,Retain for cross-validated model-based feature selection
AMT_INCOME_TOTAL,float64,0,0.0,2171,-0.0017103720804606901,0.0017103720804606901,Keep,Retain for cross-validated model-based feature selection
CC_PAYMENT_BALANCE_RATIO_MEAN,float64,0,0.0,46461,0.0016251972507288243,0.0016251972507288243,Keep,Retain for cross-validated model-based feature selection
BUREAU_BALANCE_HISTORY_ACCOUNT_RATE,float64,0,0.0,45,0.0015500943187589178,0.0015500943187589178,Keep,Retain for cross-validated model-based feature selection
PREV_UNUSED_OFFER_COUNT,float64,0,0.0,10,0.0014428354834691392,0.0014428354834691392,Keep,Retain for cross-validated model-based feature selection
CC_POS_DRAWING_TOTAL,float64,0,0.0,25507,0.0014330246623501187,0.0014330246623501187,Keep,Retain for cross-validated model-based feature selection
AMT_REQ_CREDIT_BUREAU_HOUR,float64,33196,0.13493870118044943,5,0.0013542812765993501,0.0013542812765993501,Keep,Retain for cross-validated model-based feature selection
FLAG_EMAIL,int64,0,0.0,2,-0.0012396287257742944,0.0012396287257742944,Keep,Retain for cross-validated model-based feature selection
BUREAU_CREDIT_TYPE_RATE_LOAN_FOR_WORKING_CAPITAL_REPLENISHMENT,float64,0,0.0,38,0.0012291654637253627,0.0012291654637253627,Keep,Retain for cross-validated model-based feature selection
PREV_CLIENT_TYPE_RATE_REPEATER,float64,0,0.0,212,0.0011916614588231011,0.0011916614588231011,Keep,Retain for cross-validated model-based feature selection
CC_BALANCE_WITHOUT_LIMIT_COUNT,float64,0,0.0,52,-0.0011708585296286672,0.0011708585296286672,Keep,Retain for cross-validated model-based feature selection
BUREAU_CREDIT_TYPE_RATE_ANOTHER_TYPE_OF_LOAN,float64,0,0.0,37,-0.0011335039499302086,0.0011335039499302086,Keep,Retain for cross-validated model-based feature selection
CC_RECENT_12M_DPD_MAX,float64,0,0.0,297,-0.0010766647746618652,0.0010766647746618652,Keep,Retain for cross-validated model-based feature selection
BUREAU_PROLONG_TOTAL,float64,0,0.0,10,0.001040002590565185,0.001040002590565185,Keep,Retain for cross-validated model-based feature selection
BUREAU_UNKNOWN_STATUS_RATE_MEAN,float64,0,0.0,34174,0.0010384269448650452,0.0010384269448650452,Keep,Retain for cross-validated model-based feature selection
PREV_CLIENT_TYPE_RATE_XNA,float64,0,0.0,74,0.0009320239529116493,0.0009320239529116493,Keep,Retain for cross-validated model-based feature selection
INST_RECENT_12M_PAYMENT_RATIO_MEAN,float64,59471,0.24174417092127085,18379,-0.0009303775663375703,0.0009303775663375703,Keep,Retain for cross-validated model-based feature selection
FLAG_DOCUMENT_5,int64,0,0.0,2,-0.0009083123493445019,0.0009083123493445019,Keep,Retain for cross-validated model-based feature selection
POS_COMPLETED_WITH_REMAINING_COUNT,float64,0,0.0,2,-0.0008449585298260638,0.0008449585298260638,Keep,Retain for cross-validated model-based feature selection
AMT_REQ_CREDIT_BUREAU_WEEK,float64,33196,0.13493870118044943,9,-0.000818869697301212,0.000818869697301212,Keep,Retain for cross-validated model-based feature selection
PREV_APPROVED_DAYS_DECISION_MAX,float64,815,0.0033129003934831386,2922,0.0007762953981171014,0.0007762953981171014,Keep,Retain for cross-validated model-based feature selection
INST_ZERO_PAYMENT_COUNT,float64,0,0.0,2,-0.00059747469191278,0.00059747469191278,Keep,Retain for cross-validated model-based feature selection
POS_COMPLETED_MONTH_RATE,float64,0,0.0,29050,-0.00035993210915280445,0.00035993210915280445,Keep,Retain for cross-validated model-based feature selection
BUREAU_TOTAL_OVERDUE_DEBT_RATIO,float64,61626,0.2505040486488244,2412,0.00035757913852476264,0.00035757913852476264,Keep,Retain for cross-validated model-based feature selection
FLAG_CONT_MOBILE,int64,0,0.0,2,-0.00013048905504071454,0.00013048905504071454,Keep,Retain for cross-validated model-based feature selection
BUREAU_DEBT_CREDIT_RATIO_MAX,float64,6979,0.028368996130207148,122597,8.469621986913107e-05,8.469621986913107e-05,Keep,Retain for cross-validated model-based feature selection
NAME_CONTRACT_TYPE,str,0,0.0,2,,,Keep,Retain for cross-validated model-based feature selection
CODE_GENDER,str,0,0.0,3,,,Keep,Retain for cross-validated model-based feature selection
FLAG_OWN_CAR,str,0,0.0,2,,,Keep,Retain for cross-validated model-based feature selection
FLAG_OWN_REALTY,str,0,0.0,2,,,Keep,Retain for cross-validated model-based feature selection
NAME_TYPE_SUITE,str,0,0.0,8,,,Keep,Retain for cross-validated model-based feature selection
NAME_INCOME_TYPE,str,0,0.0,8,,,Keep,Retain for cross-validated model-based feature selection
NAME_EDUCATION_TYPE,str,0,0.0,5,,,Keep,Retain for cross-validated model-based feature selection
NAME_FAMILY_STATUS,str,0,0.0,6,,,Keep,Retain for cross-validated model-based feature selection
NAME_HOUSING_TYPE,str,0,0.0,6,,,Keep,Retain for cross-validated model-based feature selection
OCCUPATION_TYPE,str,0,0.0,19,,,Keep,Retain for cross-validated model-based feature selection
WEEKDAY_APPR_PROCESS_START,str,0,0.0,7,,,Keep,Retain for cross-validated model-based feature selection
ORGANIZATION_TYPE,str,0,0.0,58,,,Keep,Retain for cross-validated model-based feature selection
EMERGENCYSTATE_MODE,str,0,0.0,3,,,Keep,Retain for cross-validated model-based feature selection
